userID;animeID;rating;date
25;318;10;Sep 9, 2015
25;18677;10;Sep 9, 2015
25;1524;10;Sep 9, 2015
25;14283;10;Sep 9, 2015
25;1942;10;Sep 9, 2015
25;655;10;Sep 9, 2015
25;653;10;Sep 9, 2015
25;652;10;Sep 9, 2015
25;383;8;Sep 9, 2015
25;17739;10;Sep 9, 2015
25;11239;10;Sep 9, 2015
25;7062;10;Sep 9, 2015
25;3604;10;Sep 9, 2015
25;1852;10;Sep 9, 2015
25;20709;10;Sep 9, 2015
25;26165;10;Sep 9, 2015
25;505;10;Sep 9, 2015
25;17895;8;Sep 9, 2015
25;4181;10;Sep 9, 2015
25;455;8;Sep 9, 2015
25;9756;10;Sep 9, 2015
26;10165;10;Aug 4, 2016
26;33010;7;Jul 8, 2018
26;30276;6;May 30, 2016
27;3086;9;Jul 7, 2009
27;1818;10;Jul 8, 2009
27;64;10;Oct 3, 2009
28;11703;3;Jun 23, 2016
28;29976;4;Jun 24, 2016
29;36456;3;Jul 2, 2018
29;35849;2;Jul 7, 2018
29;36296;6;May 21, 2018
29;33352;5;May 9, 2018
30;27631;10;Apr 7, 2017
31;32438;6;Feb 6, 2017
32;34662;6;Jan 30, 2018
32;32951;6;Jun 28, 2017
32;28623;6;Jun 8, 2017
32;32949;6;Jun 8, 2017
33;9919;7;Jul 20, 2017
33;22199;5;Jul 20, 2017
34;34618;6;Jan 30, 2018
35;11757;5;Apr 5, 2017
35;13601;9;Dec 14, 2017
35;35076;4;Dec 22, 2017
35;34542;4;Dec 22, 2017
35;31043;10;Jul 28, 2017
35;22535;7;Jul 28, 2017
35;36124;6;Mar 25, 2018
35;885;2;Oct 4, 2018
36;31685;10;Mar 10, 2018
37;3008;6;Nov 28, 2017
38;34914;9;Jul 27, 2017
39;4975;9;Feb 24, 2016
40;149;10;Aug 16, 2008
41;1887;10;Jul 1, 2016
42;12293;8;May 28, 2014
43;9919;8;Apr 11, 2017
43;28223;10;Apr 15, 2017
43;3702;8;Apr 8, 2017
43;36198;2;Dec 19, 2017
43;24;8;Feb 5, 2018
43;17909;8;Feb 8, 2018
43;31933;10;Jan 3, 2018
43;2251;9;Jul 22, 2017
43;5114;10;Mar 17, 2017
43;32182;9;Mar 17, 2017
43;32281;8;Mar 17, 2017
44;32867;9;Apr 4, 2017
45;30296;10;Apr 17, 2017
45;29786;9;Apr 2, 2017
45;15583;10;Apr 29, 2017
45;25157;9;Apr 8, 2017
45;11741;10;Aug 14, 2017
45;10087;9;Aug 14, 2017
45;33834;7;Jul 29, 2017
45;34281;7;Jul 5, 2018
45;32901;2;Jun 24, 2017
45;35849;8;Mar 26, 2018
45;17247;8;May 13, 2017
45;20785;10;May 21, 2017
45;11759;7;Oct 8, 2017
45;30778;9;Sep 1, 2018
45;34403;6;Sep 16, 2017
45;34561;7;Sep 18, 2017
45;37210;9;Sep 20, 2018
45;366;7;Sep 20, 2018
45;268;10;Sep 24, 2017
45;28701;9;Sep 6, 2017
45;7817;10;Sep 9, 2017
46;790;5;Jan 4, 2017
47;2001;10;Oct 30, 2015
48;22729;10;Jun 7, 2016
48;355;9;Mar 21, 2016
49;1535;10;Jun 24, 2015
49;129;6;Jun 24, 2015
50;934;10;Nov 15, 2011
50;9919;8;Nov 15, 2011
50;3667;9;Nov 15, 2011
51;35928;7;Jun 25, 2018
51;30123;9;Sep 30, 2017
52;33012;3;Aug 18, 2018
53;26;10;Nov 12, 2017
54;34451;9;Jan 2, 2018
55;59;7;Mar 28, 2008
56;14345;10;Apr 14, 2014
56;6594;9;Mar 29, 2014
56;227;9;Mar 29, 2014
57;30276;7;Dec 18, 2017
57;14227;7;Dec 18, 2017
57;27775;9;Dec 18, 2017
57;269;8;Dec 19, 2017
57;34881;7;Dec 19, 2017
57;5680;8;Dec 19, 2017
58;11703;8;Aug 11, 2017
58;6205;4;Aug 19, 2017
58;33836;7;Aug 23, 2017
58;24703;8;Aug 3, 2017
58;11757;8;Jul 10, 2017
58;21881;8;Jul 29, 2017
59;2993;8;May 20, 2008
60;17513;4;Jun 7, 2016
61;1604;10;Aug 28, 2008
62;9367;8;Sep 25, 2011
62;59;8;Sep 25, 2011
62;400;6;Sep 25, 2011
62;6201;7;Sep 25, 2011
62;121;9;Sep 25, 2011
62;6;8;Sep 25, 2011
62;21;9;Sep 25, 2011
62;4999;7;Sep 25, 2011
63;527;6;Aug 12, 2018
63;33352;10;Aug 14, 2018
63;34566;3;Aug 15, 2018
63;1221;1;Aug 16, 2018
63;34662;7;Oct 22, 2018
64;31637;5;Aug 20, 2016
64;34280;6;Oct 10, 2017
64;28623;6;Oct 2, 2016
64;5593;5;Sep 3, 2017
65;27969;9;Nov 1, 2017
66;1606;6;Feb 25, 2011
67;31636;6;Apr 3, 2016
67;32438;3;Jun 17, 2016
67;31798;6;Jun 25, 2016
67;31859;7;Mar 27, 2016
67;31163;6;Mar 29, 2016
67;31442;5;Mar 30, 2016
68;24439;9;Oct 5, 2016
69;35240;10;Dec 5, 2017
69;33489;8;Jun 6, 2017
69;34577;6;Mar 11, 2018
70;32949;3;Apr 17, 2017
70;31043;10;Apr 2, 2018
70;34964;10;Mar 31, 2018
70;36049;10;Mar 31, 2018
70;34126;10;May 27, 2018
70;35073;10;May 9, 2018
70;29803;10;May 9, 2018
70;18857;4;Oct 3, 2018
70;13659;7;Oct 3, 2018
70;10020;9;Oct 3, 2018
70;8769;9;Oct 3, 2018
70;35608;9;Oct 6, 2018
70;18671;8;Oct 6, 2018
70;14741;10;Oct 6, 2018
70;2904;10;Sep 26, 2018
70;1575;10;Sep 26, 2018
70;30484;10;Sep 27, 2018
70;9253;10;Sep 27, 2018
70;36516;9;Sep 30, 2018
70;36726;9;Sep 30, 2018
70;4224;10;Sep 30, 2018
71;32995;10;Dec 23, 2016
72;3588;8;Oct 4, 2018
73;1535;10;Nov 26, 2016
74;16011;8;Nov 30, 2016
75;34497;1;Jun 20, 2018
76;22199;8;Mar 17, 2015
77;22663;9;Jun 23, 2017
78;28619;7;Sep 17, 2015
79;17513;3;Jan 2, 2017
80;11061;10;Sep 23, 2014
81;14277;1;Sep 18, 2012
82;23233;3;Jan 29, 2018
83;30757;4;Dec 24, 2015
83;31578;2;Dec 25, 2015
83;413;1;Dec 4, 2015
83;30831;8;Mar 18, 2016
83;30749;3;Mar 30, 2016
83;24655;5;Mar 8, 2016
83;28999;5;Nov 13, 2015
83;24347;3;Oct 16, 2015
84;10417;7;Feb 22, 2012
85;413;2;Jan 15, 2011
86;32281;10;Jan 10, 2017
86;33094;7;Jan 9, 2017
86;28755;3;Sep 23, 2016
86;13759;10;Sep 23, 2016
86;6702;8;Sep 23, 2016
87;32;10;Jul 15, 2016
87;27775;7;Mar 8, 2016
88;30296;8;Aug 9, 2016
88;22429;8;Jul 25, 2016
88;10851;7;Jul 25, 2016
88;6893;8;Jul 25, 2016
88;4304;7;Jul 26, 2016
89;5902;6;May 6, 2017
90;170;10;Feb 4, 2009
90;1684;10;Jan 19, 2009
91;21;5;Oct 24, 2018
92;34034;8;Jul 29, 2017
93;37430;9;Nov 23, 2018
94;19315;1;Feb 3, 2017
95;32370;8;Sep 27, 2016
96;30415;9;Jan 24, 2016
97;339;9;Aug 19, 2011
97;369;7;Dec 16, 2011
97;788;4;Jul 11, 2011
97;10163;4;Jul 14, 2011
97;6880;4;Jul 14, 2011
98;35639;9;Jan 2, 2018
98;24705;7;Jan 2, 2018
98;32281;10;Jan 2, 2018
99;6956;8;Aug 21, 2016
99;32013;8;Aug 24, 2016
99;10521;8;Aug 28, 2016
99;15809;8;Jan 21, 2016
99;32093;8;Jul 24, 2016
99;31376;9;Jul 24, 2016
99;23277;8;Jun 18, 2016
99;22147;10;Jun 2, 2016
99;6512;6;Jun 6, 2016
99;20031;9;Sep 6, 2016
100;27899;7;Apr 6, 2015
100;32827;8;Mar 20, 2018
100;23273;10;Mar 23, 2015
100;23199;8;Mar 31, 2015
100;21557;10;May 14, 2015
101;11111;6;Apr 14, 2012
101;1142;10;Apr 27, 2012
101;11761;7;Apr 28, 2012
101;12685;6;Aug 7, 2012
101;11757;7;Dec 27, 2012
101;13585;9;Jan 21, 2013
101;19815;7;Jul 10, 2014
101;18679;8;Jul 17, 2014
101;100;8;Mar 14, 2013
101;11227;7;Mar 30, 2012
102;36632;1;Dec 1, 2018
103;1535;7;Jun 13, 2009
103;3358;9;Nov 7, 2009
104;427;10;Jan 31, 2014
105;9756;10;Dec 19, 2017
106;10218;8;Aug 19, 2015
106;18507;7;Aug 3, 2015
106;24833;7;Jul 18, 2015
106;1689;7;Jul 3, 2015
106;22145;9;Jul 3, 2015
106;27899;8;Jul 31, 2015
106;23847;7;Jul 5, 2015
106;22535;8;Jun 22, 2015
106;145;7;Jun 23, 2015
106;20431;7;Sep 3, 2015
107;6547;10;Dec 2, 2017
108;7110;6;Apr 24, 2016
108;823;10;May 13, 2016
109;32899;7;Jan 3, 2017
110;10793;5;Aug 14, 2015
111;30276;9;Dec 23, 2015
111;1535;10;Dec 25, 2015
111;32668;8;Feb 6, 2016
112;4224;10;Sep 13, 2018
113;13125;10;Nov 25, 2018
113;226;8;Nov 25, 2018
114;11061;10;Dec 13, 2015
114;23273;7;Dec 8, 2015
115;13601;7;Feb 15, 2015
116;777;9;Dec 27, 2015
117;32995;9;Apr 12, 2017
118;13125;5;Aug 26, 2017
118;6682;1;Aug 27, 2017
118;34599;7;Jun 30, 2018
118;35849;3;Sep 23, 2018
119;28497;6;Jan 12, 2017
120;33417;8;Aug 16, 2017
121;11577;6;Dec 17, 2013
121;17082;7;May 28, 2013
122;13601;8;Oct 28, 2015
122;1575;10;Oct 28, 2015
123;27631;8;Apr 27, 2016
124;6045;9;Dec 25, 2014
124;20541;8;Dec 25, 2014
125;15037;6;Mar 17, 2016
125;11757;7;Mar 8, 2016
126;10408;9;May 12, 2017
127;12291;1;Aug 11, 2016
127;31374;9;Aug 3, 2017
127;11757;6;Dec 20, 2017
127;9253;8;Dec 28, 2017
127;33201;1;Dec 31, 2017
127;1723;9;Feb 4, 2017
127;22745;9;Jan 12, 2018
127;32281;6;Jan 8, 2017
127;16528;8;Jun 27, 2017
127;122;8;Mar 10, 2016
128;36762;4;Aug 2, 2018
129;9741;4;Apr 20, 2011
130;269;10;Jan 24, 2018
131;11757;3;Dec 31, 2012
131;770;10;Feb 10, 2012
131;2926;9;Feb 13, 2012
131;8915;5;Jul 9, 2012
131;43;9;Jun 25, 2012
131;3358;7;Jun 9, 2012
131;13333;7;Sep 25, 2012
131;153;8;Sep 26, 2012
132;1604;9;Jun 2, 2013
133;9989;9;Jul 23, 2013
133;14075;9;Jul 23, 2013
133;11737;8;Jul 23, 2013
133;5682;8;Jul 23, 2013
133;14289;9;Jul 26, 2013
134;31229;8;Oct 11, 2016
134;33222;8;Oct 11, 2016
135;10087;10;Feb 13, 2017
135;6547;7;Jan 11, 2017
136;31043;9;Mar 27, 2016
137;47;10;Jul 10, 2016
138;8074;4;Jun 25, 2016
138;22169;5;Jun 25, 2016
138;10165;9;Jun 25, 2016
138;28171;7;Jun 26, 2016
139;918;9;Feb 14, 2017
139;1210;7;Mar 18, 2017
140;25731;9;Aug 2, 2015
141;1887;8;Mar 12, 2013
142;35760;10;Oct 7, 2018
143;21995;8;Jan 10, 2015
143;18153;9;Jan 9, 2015
144;28929;1;Apr 25, 2015
145;32281;10;Sep 12, 2016
146;35838;8;Dec 22, 2017
146;34618;7;Dec 23, 2017
146;34798;8;Mar 22, 2018
147;8425;9;Nov 11, 2016
148;24;9;Feb 16, 2016
149;3002;9;Mar 30, 2015
149;13601;10;Mar 31, 2015
149;5040;8;May 30, 2015
150;5081;8;Apr 3, 2015
150;23755;10;Apr 4, 2015
151;20583;9;Nov 28, 2015
151;22789;10;Sep 23, 2015
152;32949;7;Nov 5, 2017
152;35507;8;Nov 5, 2017
153;2001;9;Jun 28, 2014
154;35120;10;Apr 13, 2018
154;37675;4;Aug 14, 2018
154;32827;8;Aug 21, 2018
154;37396;10;Aug 8, 2018
154;36316;6;Jul 26, 2018
154;2001;8;Jul 26, 2018
154;37141;8;Jul 29, 2018
154;37281;6;Jul 30, 2018
154;35849;8;Jul 7, 2018
154;437;10;May 1, 2018
154;28805;9;Nov 5, 2018
154;35994;4;Sep 23, 2018
155;530;10;Aug 16, 2013
156;325;10;Sep 28, 2015
157;33240;10;Jul 28, 2018
158;713;7;Aug 7, 2014
159;33003;6;Dec 17, 2016
159;32998;5;Oct 1, 2016
159;31240;7;Sep 19, 2016
159;32360;4;Sep 24, 2016
160;935;7;Jun 9, 2016
160;5525;9;Mar 24, 2017
161;23273;8;Apr 18, 2015
161;1735;7;Jan 4, 2015
162;25159;7;Dec 30, 2014
163;12035;9;Mar 3, 2015
163;3002;6;Nov 19, 2015
163;5020;6;Nov 5, 2015
164;3297;10;Jan 2, 2017
164;962;9;Nov 15, 2016
165;22789;9;Oct 19, 2014
166;30484;4;Oct 16, 2018
167;262;10;Apr 26, 2017
167;32951;10;Jun 24, 2017
168;34100;9;Nov 12, 2017
168;33219;9;Nov 12, 2017
168;33674;10;Nov 12, 2017
169;10620;9;Sep 3, 2016
170;2269;5;Jan 27, 2011
171;286;8;Apr 12, 2008
171;1004;9;Mar 6, 2008
171;326;6;Nov 19, 2007
172;1818;9;Oct 4, 2010
172;189;8;Oct 5, 2010
173;35503;7;Aug 15, 2018
173;28211;8;Aug 7, 2018
173;36214;10;Jul 12, 2018
173;35120;5;Mar 28, 2018
173;28621;7;May 10, 2018
173;4224;4;Nov 20, 2018
174;6746;9;Jan 23, 2011
174;4181;10;Jun 26, 2010
175;20583;7;Aug 17, 2015
175;19815;3;Aug 3, 2015
175;31433;8;Aug 4, 2018
175;32935;7;Dec 27, 2016
175;32188;10;Dec 7, 2015
175;9253;10;Jul 20, 2015
175;33095;10;Mar 24, 2017
175;28891;8;Mar 26, 2016
175;24765;7;Sep 25, 2015
175;22135;10;Sep 8, 2015
176;25389;7;Aug 13, 2015
176;6880;9;Aug 13, 2015
176;21659;6;Aug 13, 2015
176;18679;8;Aug 13, 2015
177;9930;10;Sep 16, 2017
178;227;8;Dec 7, 2009
179;263;10;Apr 26, 2011
180;10491;7;Feb 8, 2012
181;1571;10;Jun 1, 2007
182;35712;9;Nov 8, 2017
183;2923;5;Jun 21, 2017
184;10588;7;Aug 8, 2012
184;10793;8;Dec 16, 2012
184;269;5;Jul 23, 2012
185;21;10;Mar 28, 2013
185;9253;10;Mar 28, 2013
186;19315;3;Oct 23, 2015
187;35413;9;Apr 10, 2018
187;31953;10;Dec 3, 2017
187;15809;8;Dec 30, 2017
187;35712;7;Feb 4, 2018
187;25099;8;Jan 14, 2018
187;1210;10;Jan 29, 2018
187;34618;7;Mar 18, 2018
187;35376;8;Mar 31, 2018
187;35507;9;Nov 12, 2017
187;32407;7;Nov 19, 2017
187;34881;7;Nov 5, 2017
187;34599;10;Oct 30, 2017
188;98;9;May 2, 2009
188;2286;9;May 2, 2009
189;36038;6;Dec 8, 2017
190;15313;3;Mar 29, 2013
191;35330;10;Feb 3, 2018
192;33352;7;Apr 5, 2018
192;11597;8;Dec 11, 2017
192;15809;6;Dec 23, 2017
192;28223;8;Dec 26, 2017
192;28171;7;Dec 29, 2017
192;30831;5;Feb 13, 2018
192;28121;6;Feb 18, 2018
192;17265;4;Feb 2, 2018
192;4382;4;Feb 27, 2018
192;849;6;Feb 27, 2018
192;24833;5;Feb 5, 2018
192;441;4;Jan 18, 2018
192;440;8;Jan 20, 2018
192;15689;9;Jan 3, 2018
192;14741;8;Jan 31, 2018
192;35839;9;Mar 27, 2018
192;13125;5;Mar 31, 2018
192;13759;4;Mar 6, 2018
192;5081;9;Nov 22, 2017
192;22535;3;Nov 24, 2017
192;6880;2;Nov 27, 2017
192;9989;8;Nov 27, 2017
192;18679;9;Oct 12, 2017
192;23273;7;Oct 16, 2017
192;10087;7;Oct 19, 2017
192;6746;8;Oct 2, 2017
192;11741;7;Oct 22, 2017
192;2001;7;Oct 26, 2017
192;22199;3;Oct 3, 2017
192;13601;8;Oct 9, 2017
192;10620;6;Sep 12, 2017
192;22319;6;Sep 14, 2017
192;4224;9;Sep 17, 2017
192;7054;6;Sep 17, 2018
192;9919;4;Sep 18, 2017
192;35849;5;Sep 2, 2018
192;20507;7;Sep 20, 2017
192;226;3;Sep 24, 2017
192;11111;7;Sep 27, 2017
192;34537;8;Sep 3, 2018
192;6547;8;Sep 9, 2017
193;10163;8;Jun 11, 2013
194;18397;10;Feb 1, 2014
194;28223;10;Jul 1, 2016
194;2167;10;Jun 17, 2014
194;4181;10;Jun 18, 2014
194;16742;10;Oct 15, 2013
194;15037;10;Oct 25, 2013
194;15085;9;Oct 31, 2013
195;10620;10;Feb 15, 2017
196;16498;7;Dec 20, 2015
197;7674;9;Jul 6, 2016
198;6031;9;Aug 9, 2014
198;1608;9;Jul 26, 2014
198;1425;7;Jun 21, 2014
198;582;10;May 17, 2014
198;13203;8;May 17, 2014
198;7661;10;May 8, 2014
199;21327;7;Jul 12, 2014
199;16742;8;Jul 17, 2014
200;2026;6;Apr 26, 2013
201;1690;7;Mar 31, 2016
201;31043;6;Mar 31, 2016
201;3002;8;Mar 31, 2016
202;34964;7;Jul 10, 2018
202;861;6;Jul 5, 2018
202;6864;9;Jul 6, 2018
203;2148;10;Dec 25, 2014
203;8422;8;Jul 18, 2013
203;20;10;Sep 8, 2015
204;33204;8;Dec 6, 2017
205;1887;7;May 30, 2017
206;23273;10;Feb 15, 2016
207;7193;6;Sep 25, 2016
208;27899;10;Mar 30, 2015
209;28891;2;Apr 8, 2016
210;918;10;Aug 3, 2010
210;6945;10;Jul 29, 2010
211;11111;10;Feb 19, 2012
212;269;3;Feb 4, 2014
212;368;8;Feb 4, 2014
212;9479;4;Jan 28, 2014
212;10087;8;Mar 27, 2014
212;20509;6;Sep 18, 2014
212;21677;5;Sep 22, 2014
213;33352;10;Mar 7, 2018
214;34102;9;Oct 23, 2017
215;14397;9;Jun 1, 2013
215;3667;9;Jun 4, 2013
215;14131;8;Jun 4, 2013
215;10884;8;Jun 5, 2013
215;6381;8;Jun 6, 2013
215;120;10;Jun 6, 2013
215;1516;8;Jun 6, 2013
215;102;10;Mar 30, 2009
215;6702;9;May 30, 2013
215;10800;10;May 31, 2013
216;6324;7;Aug 25, 2013
216;15451;10;Sep 23, 2013
216;263;10;Sep 24, 2013
217;36027;1;Nov 6, 2017
217;34102;10;Sep 13, 2017
218;597;8;Aug 15, 2013
218;11123;9;Jul 29, 2013
219;226;9;Nov 3, 2013
220;16498;6;Dec 7, 2014
220;28121;8;Jun 27, 2015
221;74;9;Sep 29, 2011
222;6802;6;Dec 25, 2011
223;8425;9;Apr 15, 2011
223;6205;9;Dec 12, 2009
223;5235;6;Dec 23, 2009
223;7705;7;Feb 18, 2011
223;603;7;Mar 8, 2011
223;8246;7;May 14, 2011
224;8525;8;Aug 2, 2011
225;36039;5;Apr 1, 2018
225;5962;10;Apr 24, 2018
225;31580;7;Apr 4, 2018
226;16498;8;Jan 30, 2018
227;10161;8;Jan 1, 2014
228;160;1;Dec 7, 2013
228;165;6;Feb 4, 2014
228;2001;10;Jan 29, 2013
228;4981;6;Jan 8, 2014
228;227;8;Jul 13, 2013
228;413;1;Jul 16, 2013
228;890;8;Mar 5, 2013
228;1459;10;May 27, 2013
228;5270;6;Oct 29, 2013
228;101;1;Oct 29, 2013
228;263;10;Oct 6, 2013
229;24833;10;Nov 26, 2017
230;1575;7;Jul 15, 2008
230;908;9;May 26, 2008
231;1735;1;Aug 21, 2012
232;17641;9;Apr 27, 2015
232;15583;10;Apr 27, 2015
232;28121;6;Aug 1, 2015
233;24765;8;Sep 25, 2015
234;31240;10;Sep 20, 2016
235;31442;5;Mar 30, 2016
236;521;1;Apr 26, 2013
236;2156;4;Apr 26, 2013
236;5114;10;May 20, 2013
236;226;4;May 20, 2013
237;16201;8;Feb 7, 2016
237;5114;10;Feb 7, 2016
237;28755;5;Feb 7, 2016
237;1735;7;Feb 7, 2016
237;20;7;Feb 7, 2016
237;22135;9;Feb 7, 2016
238;4618;8;Jan 20, 2014
238;3420;8;Jan 28, 2014
239;34051;9;Mar 29, 2017
240;14227;5;May 6, 2016
240;3323;1;Sep 1, 2014
241;10155;8;Jan 8, 2018
242;32951;7;Aug 3, 2017
243;3457;7;Nov 18, 2018
243;1535;9;Nov 18, 2018
243;33352;7;Nov 18, 2018
244;3588;7;Oct 9, 2012
245;6117;6;Apr 21, 2012
245;6201;7;Apr 22, 2012
245;200;8;Feb 24, 2013
246;4618;6;Feb 11, 2009
246;2904;8;Jun 2, 2008
247;270;6;Dec 18, 2015
247;7724;9;Dec 20, 2016
247;10165;9;Feb 7, 2015
247;10790;8;Jan 3, 2015
247;20787;6;Jul 26, 2014
247;31637;9;Jun 20, 2018
247;31043;5;Mar 12, 2018
247;6712;7;Mar 22, 2015
247;19111;8;Nov 1, 2014
247;25;8;Nov 19, 2015
247;6165;9;Nov 29, 2014
247;861;8;Sep 1, 2014
248;5464;1;Aug 31, 2017
249;31553;4;Apr 1, 2016
249;29787;7;Apr 2, 2016
249;12979;6;Feb 10, 2016
249;16067;8;Feb 10, 2016
249;8516;7;Feb 10, 2016
249;32979;9;Jun 14, 2017
249;30831;9;Mar 19, 2016
250;33352;10;Apr 6, 2018
251;11759;3;Jun 20, 2014
252;37823;2;Nov 14, 2018
253;5630;7;Sep 22, 2015
254;14813;9;Jun 26, 2013
254;17831;6;Sep 17, 2013
254;18229;9;Sep 27, 2013
255;11061;10;Aug 22, 2016
256;9941;9;Jun 19, 2012
256;226;1;Jun 19, 2012
257;9761;3;Dec 1, 2014
257;16742;8;Dec 3, 2014
257;15933;8;Nov 30, 2014
258;9014;7;Dec 11, 2015
259;6895;8;Apr 17, 2013
260;196;6;Jan 17, 2009
261;6793;7;Feb 13, 2013
261;4898;8;Feb 13, 2013
261;6707;6;Mar 9, 2013
262;853;9;Dec 27, 2015
262;11757;3;Dec 27, 2015
262;3457;3;Dec 27, 2015
262;14289;7;Dec 27, 2015
262;249;7;Dec 27, 2015
262;25013;9;Dec 27, 2015
262;30709;9;Dec 28, 2015
262;23673;4;Dec 28, 2015
263;9289;9;Oct 19, 2011
264;28907;2;Aug 23, 2017
265;270;10;Feb 4, 2013
266;4181;10;Apr 2, 2013
266;855;10;Feb 11, 2013
266;226;8;Feb 9, 2013
267;1639;10;May 2, 2016
268;25731;6;Mar 31, 2015
269;32032;5;Aug 24, 2017
270;790;8;Apr 17, 2015
271;4382;7;Jan 8, 2010
272;34572;9;Sep 3, 2018
272;20583;10;Sep 3, 2018
272;30276;9;Sep 3, 2018
273;1074;4;Dec 19, 2010
274;22043;10;Aug 22, 2015
275;17513;1;Jul 28, 2014
276;25389;7;May 7, 2015
277;17729;7;Jul 1, 2015
277;20785;8;Jul 1, 2015
277;24703;4;Jul 11, 2015
277;29093;7;Jul 11, 2015
278;36517;3;Apr 29, 2018
278;15059;5;Dec 8, 2017
278;25777;5;Jun 17, 2017
278;8769;6;Mar 23, 2015
278;19815;10;Mar 5, 2015
278;8675;10;Mar 5, 2015
278;21085;10;Mar 5, 2015
278;8247;9;Mar 5, 2015
278;11617;7;Mar 6, 2015
278;11757;8;Mar 8, 2015
279;7897;10;Mar 8, 2015
280;11887;9;Aug 3, 2012
281;934;6;Jun 22, 2017
282;7817;7;Apr 27, 2010
283;28221;6;Oct 9, 2015
284;33478;7;Sep 23, 2018
285;1013;9;Jun 12, 2008
285;1735;3;Jun 12, 2008
286;30015;10;Oct 24, 2018
287;31680;10;Jan 1, 2017
288;32282;1;Jun 29, 2017
288;31043;9;Mar 30, 2016
289;19;6;Apr 22, 2018
289;18679;1;Apr 27, 2018
290;971;9;Sep 2, 2015
291;33352;7;Feb 24, 2018
291;35073;10;Feb 24, 2018
291;33047;9;Feb 24, 2018
291;34497;6;Feb 24, 2018
291;35849;7;Feb 24, 2018
292;11021;9;Jan 5, 2014
293;33206;8;Mar 15, 2017
294;32407;8;Jul 26, 2017
295;34933;6;Aug 9, 2017
295;34881;7;Sep 22, 2017
296;30757;2;Dec 28, 2015
296;29095;7;Mar 14, 2016
296;31859;4;Mar 28, 2016
296;30358;2;Sep 10, 2016
296;37259;7;Sep 30, 2018
297;32949;1;Apr 27, 2017
297;5020;1;Jun 29, 2017
297;23301;4;Mar 19, 2016
297;31043;1;Mar 24, 2016
298;1606;8;Oct 14, 2016
298;32182;8;Oct 22, 2016
299;4437;7;Jul 20, 2010
300;13759;3;Jul 25, 2017
301;14289;4;May 24, 2014
301;3588;10;May 24, 2014
302;10588;7;Dec 28, 2011
303;22273;8;Apr 22, 2015
304;19291;10;Dec 25, 2013
305;9981;10;Apr 5, 2012
305;11705;7;May 30, 2012
306;28617;9;Oct 20, 2015
307;74;9;Feb 11, 2011
307;5690;9;Feb 2, 2015
307;9441;7;Feb 24, 2011
307;6586;8;Feb 24, 2011
307;1642;9;Feb 8, 2011
307;4181;10;Jul 24, 2014
307;6045;10;Mar 12, 2011
307;3457;8;Mar 3, 2011
307;7054;6;Mar 7, 2011
308;6586;10;Jul 28, 2010
308;7054;7;Jul 28, 2010
308;250;9;Jul 28, 2010
309;30705;6;Sep 28, 2015
310;32023;7;Apr 10, 2016
311;5781;9;Aug 19, 2010
311;93;10;Jul 20, 2010
312;13125;10;Oct 2, 2015
313;32;6;Jun 20, 2014
314;5114;10;Jan 11, 2015
